flux,id,x,y,z
4.8777963708005,0,0,0,0
4.9866011323647,0.050505050505051,0.050505050505051,0,0
5.0931710823527,0.1010101010101,0.1010101010101,0,0
5.1975071067804,0.15151515151515,0.15151515151515,0,0
5.299610073091,0.2020202020202,0.2020202020202,0,0
5.3994808301623,0.25252525252525,0.25252525252525,0,0
5.4971202083137,0.3030303030303,0.3030303030303,0,0
5.5925290193129,0.35353535353535,0.35353535353535,0,0
5.6857080563829,0.4040404040404,0.4040404040404,0,0
5.7766580942088,0.45454545454545,0.45454545454545,0,0
5.8653798889437,0.50505050505051,0.50505050505051,0,0
5.9518741782152,0.55555555555556,0.55555555555556,0,0
6.0361416811317,0.60606060606061,0.60606060606061,0,0
6.1181830982884,0.65656565656566,0.65656565656566,0,0
6.1979991117727,0.70707070707071,0.70707070707071,0,0
6.2755903851704,0.75757575757576,0.75757575757576,0,0
6.3509575635707,0.80808080808081,0.80808080808081,0,0
6.4241012735721,0.85858585858586,0.85858585858586,0,0
6.4950221232872,0.90909090909091,0.90909090909091,0,0
6.5637207023478,0.95959595959596,0.95959595959596,0,0
6.63019758191,1.010101010101,1.010101010101,0,0
6.6944533146588,1.0606060606061,1.0606060606061,0,0
6.7564884348129,1.1111111111111,1.1111111111111,0,0
6.8163034581287,1.1616161616162,1.1616161616162,0,0
6.8738988819049,1.2121212121212,1.2121212121212,0,0
6.9292751849867,1.2626262626263,1.2626262626263,0,0
6.9824328277696,1.3131313131313,1.3131313131313,0,0
7.0333722522034,1.3636363636364,1.3636363636364,0,0
7.0820938817956,1.4141414141414,1.4141414141414,0,0
7.1285981216152,1.4646464646465,1.4646464646465,0,0
7.1728853582958,1.5151515151515,1.5151515151515,0,0
7.2149559600392,1.5656565656566,1.5656565656566,0,0
7.2548102766181,1.6161616161616,1.6161616161616,0,0
7.2924486393791,1.6666666666667,1.6666666666667,0,0
7.3278713612454,1.7171717171717,1.7171717171717,0,0
7.3610787367198,1.7676767676768,1.7676767676768,0,0
7.3920710418866,1.8181818181818,1.8181818181818,0,0
7.420848534414,1.8686868686869,1.8686868686869,0,0
7.4474114535567,1.9191919191919,1.9191919191919,0,0
7.4717600201574,1.969696969697,1.969696969697,0,0
7.4938944366486,2.020202020202,2.020202020202,0,0
7.5138148870549,2.0707070707071,2.0707070707071,0,0
7.5315215369937,2.1212121212121,2.1212121212121,0,0
7.5470145336773,2.1717171717172,2.1717171717172,0,0
7.5602940059135,2.2222222222222,2.2222222222222,0,0
7.5713600641072,2.2727272727273,2.2727272727273,0,0
7.5802128002611,2.3232323232323,2.3232323232323,0,0
7.5868522879762,2.3737373737374,2.3737373737374,0,0
7.5912785824531,2.4242424242424,2.4242424242424,0,0
7.5934917204915,2.4747474747475,2.4747474747475,0,0
7.5934917204915,2.5252525252525,2.5252525252525,0,0
7.591278582453,2.5757575757576,2.5757575757576,0,0
7.5868522879762,2.6262626262626,2.6262626262626,0,0
7.5802128002611,2.6767676767677,2.6767676767677,0,0
7.5713600641072,2.7272727272727,2.7272727272727,0,0
7.5602940059135,2.7777777777778,2.7777777777778,0,0
7.5470145336772,2.8282828282828,2.8282828282828,0,0
7.5315215369937,2.8787878787879,2.8787878787879,0,0
7.5138148870548,2.9292929292929,2.9292929292929,0,0
7.4938944366485,2.979797979798,2.979797979798,0,0
7.4717600201573,3.030303030303,3.030303030303,0,0
7.4474114535566,3.0808080808081,3.0808080808081,0,0
7.4208485344139,3.1313131313131,3.1313131313131,0,0
7.3920710418865,3.1818181818182,3.1818181818182,0,0
7.3610787367197,3.2323232323232,3.2323232323232,0,0
7.3278713612454,3.2828282828283,3.2828282828283,0,0
7.292448639379,3.3333333333333,3.3333333333333,0,0
7.254810276618,3.3838383838384,3.3838383838384,0,0
7.2149559600392,3.4343434343434,3.4343434343434,0,0
7.1728853582958,3.4848484848485,3.4848484848485,0,0
7.1285981216151,3.5353535353535,3.5353535353535,0,0
7.0820938817956,3.5858585858586,3.5858585858586,0,0
7.0333722522034,3.6363636363636,3.6363636363636,0,0
6.9824328277696,3.6868686868687,3.6868686868687,0,0
6.9292751849866,3.7373737373737,3.7373737373737,0,0
6.8738988819048,3.7878787878788,3.7878787878788,0,0
6.8163034581286,3.8383838383838,3.8383838383838,0,0
6.7564884348128,3.8888888888889,3.8888888888889,0,0
6.6944533146588,3.9393939393939,3.9393939393939,0,0
6.6301975819099,3.989898989899,3.989898989899,0,0
6.5637207023477,4.040404040404,4.040404040404,0,0
6.4950221232871,4.0909090909091,4.0909090909091,0,0
6.4241012735721,4.1414141414141,4.1414141414141,0,0
6.3509575635707,4.1919191919192,4.1919191919192,0,0
6.2755903851704,4.2424242424242,4.2424242424242,0,0
6.1979991117727,4.2929292929293,4.2929292929293,0,0
6.1181830982884,4.3434343434343,4.3434343434343,0,0
6.0361416811317,4.3939393939394,4.3939393939394,0,0
5.9518741782151,4.4444444444444,4.4444444444444,0,0
5.8653798889436,4.4949494949495,4.4949494949495,0,0
5.7766580942088,4.5454545454545,4.5454545454545,0,0
5.6857080563829,4.5959595959596,4.5959595959596,0,0
5.5925290193128,4.6464646464646,4.6464646464646,0,0
5.4971202083136,4.6969696969697,4.6969696969697,0,0
5.3994808301623,4.7474747474747,4.7474747474747,0,0
5.299610073091,4.7979797979798,4.7979797979798,0,0
5.1975071067803,4.8484848484848,4.8484848484848,0,0
5.0931710823526,4.8989898989899,4.8989898989899,0,0
4.9866011323646,4.9494949494949,4.9494949494949,0,0
4.8777963708005,5,5,0,0
